,#RIC,Date[G],Time[G],GMT Offset,Type,Ex/Cntrb.ID,Price,Volume,Buyer ID,Bid Price,Bid Size,No. Buyers,Seller ID,Ask Price,Ask Size,No. Sellers,Qualifiers,Exch Time
4161,NOKI.ST,20090701,09:00:57.074489,2,Trade,,114.7,1410.0,DDB ,,,,MLI ,,,,15b cYd e f6 g1[ALIAS]; 99[IRGCOND];   [PRC_QL2],09:00:56.000
4162,NOKI.ST,20090701,09:00:57.074489,2,Trade,,114.8,790.0,DDB ,,,,OPV ,,,,15b cYd e f6 g1[ALIAS]; 99[IRGCOND];   [PRC_QL2],09:00:56.000
4163,NOKI.ST,20090701,09:00:57.118414,2,Quote,,,,,,6010.0,,,,,,,
4164,NOKI.ST,20090701,09:00:57.118414,2,Quote,,,,,,,,,114.9,23854.0,,,
4165,NOKI.ST,20090701,09:00:59.277339,2,Quote,,,,,,,,,,37754.0,,,
4166,NOKI.ST,20090701,09:01:03.055598,2,Quote,,,,,,,,,,37355.0,,,
4167,NOKI.ST,20090701,09:01:03.132221,2,Quote,,,,,,,,,,18900.0,,,
4168,NOKI.ST,20090701,09:01:03.152378,2,Quote,,,,,,,,,114.8,399.0,,,
4169,NOKI.ST,20090701,09:01:03.186496,2,Quote,,,,,,4010.0,,,,,,,
4170,NOKI.ST,20090701,09:01:03.186496,2,Quote,,,,,,,,,,2399.0,,,
4171,NOKI.ST,20090701,09:01:05.174949,2,Quote,,,,,,8610.0,,,,,,,
4172,NOKI.ST,20090701,09:01:10.275484,2,Quote,,,,,,13610.0,,,,,,,
4173,NOKI.ST,20090701,09:01:10.683252,2,Quote,,,,,,8610.0,,,,,,,
4174,NOKI.ST,20090701,09:01:25.808486,2,Quote,,,,,,,,,,2000.0,,,
4175,NOKI.ST,20090701,09:01:25.808486,2,Quote,,,,,,,,,,7572.0,,,
4176,NOKI.ST,20090701,09:01:25.913205,2,Quote,,,,,,,,,,13122.0,,,
4177,NOKI.ST,20090701,09:01:26.042586,2,Quote,,,,,,,,,114.7,3000.0,,,
4178,NOKI.ST,20090701,09:01:27.196966,2,Quote,,,,,,,,,114.8,16122.0,,,
4179,NOKI.ST,20090701,09:01:27.995331,2,Quote,,,,,,6610.0,,,,,,,
4180,NOKI.ST,20090701,09:01:28.631488,2,Quote,,,,,,,,,114.7,3000.0,,,
4181,NOKI.ST,20090701,09:01:36.171240,2,Quote,,,,,,2010.0,,,,,,,
4182,NOKI.ST,20090701,09:02:05.142934,2,Quote,,,,,114.4,25500.0,,,,,,,
4183,NOKI.ST,20090701,09:02:05.142934,2,Quote,,,,,114.5,14462.0,,,,,,,
4184,NOKI.ST,20090701,09:02:05.336856,2,Quote,,,,,,19462.0,,,,,,,
4185,NOKI.ST,20090701,09:02:15.403359,2,Quote,,,,,,,,,114.8,26122.0,,,
4186,NOKI.ST,20090701,09:02:17.213174,2,Quote,,,,,,,,,114.7,3000.0,,,
4187,NOKI.ST,20090701,09:02:43.273635,2,Quote,,,,,,5000.0,,,,,,,
4188,NOKI.ST,20090701,09:02:50.558779,2,Quote,,,,,,,,,,5000.0,,,
4189,NOKI.ST,20090701,09:03:00.883866,2,Quote,,,,,,,,,,10699.0,,,
4190,NOKI.ST,20090701,09:03:14.766149,2,Quote,,,,,,,,,,10199.0,,,
4191,NOKI.ST,20090701,09:03:50.779634,2,Quote,,,,,,,,,,9599.0,,,
4192,NOKI.ST,20090701,09:03:50.779634,2,Trade,,114.7,600.0,ENS ,,,,EPB ,,,,15b cYd e f6 g1[ALIAS]; 99[IRGCOND];   [PRC_QL2],09:03:50.000
4193,NOKI.ST,20090701,09:03:56.704648,2,Quote,,,,,,,,,,12199.0,,,
4194,NOKI.ST,20090701,09:04:34.755797,2,Quote,,,,,,,,,,8325.0,,,
4195,NOKI.ST,20090701,09:04:34.809405,2,Quote,,,,,,,,,,3325.0,,,
4196,NOKI.ST,20090701,09:04:36.549715,2,Quote,,,,,,4300.0,,,,,,,
4197,NOKI.ST,20090701,09:04:36.549715,2,Trade,,114.5,700.0,EPB ,,,,SWB ,,,,15b cYd e f6 g1[ALIAS]; 99[IRGCOND];   [PRC_QL2],09:04:36.000
4198,NOKI.ST,20090701,09:04:56.153203,2,Quote,,,,,,,,,,3299.0,,,
4199,NOKI.ST,20090701,09:04:56.153203,2,Quote,,,,,,,,,,2000.0,,,
4200,NOKI.ST,20090701,09:04:56.195940,2,Quote,,,,,,,,,,7300.0,,,
4201,NOKI.ST,20090701,09:04:56.269500,2,Quote,,,,,,,,,,5300.0,,,
4202,NOKI.ST,20090701,09:04:56.320057,2,Quote,,,,,,,,,,10300.0,,,
4203,NOKI.ST,20090701,09:04:56.647321,2,Quote,,,,,,,,,,9991.0,,,
4204,NOKI.ST,20090701,09:04:56.679453,2,Quote,,,,,,,,,,8639.0,,,
4205,NOKI.ST,20090701,09:04:56.679453,2,Quote,,,,,,,,,,5000.0,,,
4206,NOKI.ST,20090701,09:04:56.679453,2,Quote,,,,,,,,,114.8,16350.0,,,
4207,NOKI.ST,20090701,09:04:56.679453,2,Quote,,,,,,,,,,21435.0,,,
